"title","fulltitle","description","view_count","categories","tags","duration","duration_string","live_status","thumbnail","channel","channel_url","channel_follower_count"
"Adam Port, Stryv - Move feat. Malachiii (Extended Version)","Adam Port, Stryv - Move feat. Malachiii (Extended Version)","Adam Port, Stryv - Move (Extended Version) feat. Malachiii [Official Audio]
Stream/Download: https://ffm.to/keinemusikmove

KM069 released June 07th, 2024



Artwork by Itohan Emonvomwan 


LYRICS
Fire burning
Style gunning
Ayyyyyy
I’m feening I just want a taste
Got the feeling you don’t wanna wait
I know that you want me here and now

Fire burning
Style gunning
Ayyyyyy
I’m feening I just want a taste
Got the feeling you don’t wanna wait
I know that you want me here and now

Know you wanna party
Listen to your body 
I want to get naughty

Girl I really like the way you 
Move 
Move
Move
Girl I really like the way you 
Move
Move
Move
Girl I really like the way you move

Girl I really like the way you
Girl I really like the way you

Body turning
Let me work it 
Ayyyyyy
Put it on me, my hands on your waist
Later you can come over my place 
I know that you want me here and now

Know you wanna party
Listen to your body 
I want to get naughty

Girl I really like the way you 
Move 
Move
Move
Girl I really like the way you 
Move
Move
Move
Girl I really like the way you move

Girl I really like the way you
Girl I really like the way you move
Girl I really like the way you
Girl I really like the way you

Oooaaa woah woah woah 
Oooaaa woah woah woah 
Oooaaa woah woah woah
Ya ya ya ya ya ya ya ya ya 

Oooaaa woah woah woah 
Oooaaa woah woah woah 
Oooaaa woah woah woah
Ya ya ya ya ya ya 

Girl I really like the way you
Move
Move
Move","87005996","Music","","353","5:53","False","https://i.ytimg.com/vi/95dB-ObZ7Ho/maxresdefault.jpg","keinemusik","https://www.youtube.com/channel/UCYzx8QoAiRb69fEgyBInAug","255000"
"Tutipsy & Niickii - Afro Disco (Visualizer)","Tutipsy & Niickii - Afro Disco (Visualizer)","New Single: “Afro Disco
Listen Now: https://symphony.to/tutipsy/afro-disco

Follow Us on Social Media:  
TikTok: @tutipsy | @niickiiofficial
Instagram: @tutipsy | @niickiiofficial
Twitter: @tutipsy | @niickiiofficial
Facebook: @tutipsy | @niickiiofficial

Team:  
Director & Camera: NIICKII
Editor: NIICKII

‘Afro Disco’
Written & Composed by: Tutipsy & NIICKII
(P) & ©️ 2025 NIICKII, Tutipsy  

Lyrics:
Oh oh oh 
Oh oh oh 
Oh oh oh 
 
Oti shele 
E don happen 
Now is famous 
They are jealous 
Oti shele 
Otu lo far 
Now you know 
Say you know 
You are jealous 
Go

Rambo Rambo Rambo 
Make me your commando
Young boy from the ghetto 
Now e don turn commando 
Rambo Rambo Rambo 
Young boy from the ghetto 
Rambo Rambo Rambo 
Now e don turn commando 

Eh ehey 
Eh ehey
Eh ehey 
You want to dance?
Come dance
Eh ehey 
Eh ehey 
You want to dance?
Come dance


One for the girls dem 
One for the men dem 
One for my homies 
Show dem love 
Give dem shot 
Like Lewandowski

Abi don corleone
For the girls dem 
I know I’m not holy  
Make you shake that thing 
Whine that thing 
Whine am for daddy 

Raga bomi 
Moni Moni 
Moni ko raga bomi 
Raga bomi 
Raga bomi 
Raga bomi 


Oti shele 
E don happen 
Now is famous 
They are jelous 
Oti shele 
Otu lo far 
Now you know 
Say you know 
You are jealous 

Eh ehey 
Eh ehey 
You want to dance?
Come dance
Eh ehey 
Eh ehey 
You want to dance?
Come dance


Oh oh oh 
Oh oh oh 
Oh oh oh","17322","Music","","154","2:34","False","https://i.ytimg.com/vi_webp/dtJg6bjrUuo/maxresdefault.webp","NIICKII","https://www.youtube.com/channel/UChcyluLsfj0geOTyuFbakEg","47"
"Billie Eilish - CHIHIRO (Official Music Video)","Billie Eilish - CHIHIRO (Official Music Video)","HIT ME HARD AND SOFT, the new album from Billie Eilish, is out now. Shop exclusive vinyl and CD: https://BillieEilish.lnk.to/Store 

Directed by Billie Eilish

Listen to HIT ME HARD AND SOFT: http://BillieEilish.lnk.to/HITMEHARDANDSOFT 
Get tickets: https://BillieEilish.lnk.to/TourDates

Follow Billie Eilish:
TikTok: https://BillieEilish.lnk.to/TikTok
Instagram: https://BillieEilish.lnk.to/Instagram
Facebook: https://BillieEilish.lnk.to/Facebook
Twitter: https://BillieEilish.lnk.to/Twitter
YouTube: https://www.youtube.com/billieeilish 
WhatsApp: https://BillieEilish.lnk.to/WhatsApp 
Email: https://BillieEilish.lnk.to/SignUp 
Store: https://BillieEilish.lnk.to/Store 
Cell: +1 (310) 807-3956

Music video by Billie Eilish performing CHIHIRO. © 2024 Darkroom/Interscope Records

http://vevo.ly/6jRUR8","148501523","Music","Billie Eilish;Darkroom/Interscope Records;Alternative","324","5:24","False","https://i.ytimg.com/vi/BY_XwvKogC8/maxresdefault.jpg","Billie Eilish","https://www.youtube.com/channel/UCDGmojLIoWpXok597xYo8cg","56800000"
"Sabrina Carpenter - Taste (Official Video)","Sabrina Carpenter - Taste (Official Video)","Stream “Taste” here: https://sabrinacarpenter.lnk.to/Taste
Listen to Short n’ Sweet, out now:  https://sabrinacarpenter.lnk.to/ShortNSweet
Watch all Short n’ Sweet videos here : https://SabrinaCarpenter.lnk.to/ShortnSweetVideos
 
New merch available: https://SabrinaCarpenter.lnk.to/Merch
 
starring sabrina carpenter and jenna ortega
directed by dave meyers

ep / producer - nathan scherrer
producers - aiden magarian & collin druz
director rep - lark creative
creative director - sarah carpenter
label - island records
vp, marketing - natasha kilibarda
vp, a&r- jackie winkler
commissioner - steven gottlieb
director rep - lark creative
production company - freenjoy

director of photography - scott cunningham
production designer - grant armstrong
editor - emile doucette
vfx company - mathematic
vfx supervisor - charlie iturriaga
color - dante pasquinelli at ethos
sound design - d. chris smith

management - volara
mgmt - janelle lopez genzink
mgmt - amy davidson
mgmt - merce jessor
bts photographer - alfredo flores

beloved boyfriend - rohan campbell

production supervisor - giulia di stravola
production manager - christopher san andres
production coordinator - anne-sophie bine
1st ad - kenneth taylor
2nd ad - gerald hickman

sc mua - raoul alejandre
sc hair - scott king
sc stylist - ronnie hartleben
jo mua - melanie inglessis
jo hair - bobby eliot
jo stylist - enrique melendez
jo tailor - giovanni garcia

cast hair / make-up artist - kayli rachelle
cast wardrobe stylist - annmarie hoang
spfx makeup artist - chloe sens
spfx makeup assist - lawrence mercado
spfx makeup assist - josh foster
 
Subscribe to Sabrina’s channel: https://bit.ly/SCYTsubscribe
 
Follow Sabrina Carpenter: https://linktr.ee/sabrinacarpenter
Instagram:  https://www.instagram.com/sabrinacarpenter
Facebook:  https://www.facebook.com/sabrinacarpenter
Twitter:  https://x.com/SabrinaAnnLynn
TikTok:  https://www.tiktok.com/@sabrinacarpenter
 
LYRICS:

Oh I leave quite an impression 
Five feet to be exact
You’re wondering why half his clothes went missing 
My bodies where they’re at 
Now I’m gone but you’re still layin’ 
Next to me 
One degree of separation
 
(I) Heard you’re back together and if that’s true 
You’ll just have to taste me when he’s kissing you
If you want forever and I bet you do 
Just know you’ll 
Taste me 
Too 

Uh huh
 
He pins you down on the carpet
Makes paintings with his tongue
(La la la la la la la)
He’s funny now all his jokes hit different 
Guess who he learned that from 
 
Now I’m gone but you’re still layin’
Next to me 
One degree of separation 
 
(I) Heard you’re back together and if that’s true 
You’ll just have to taste me when he’s kissing you
If you want forever and I bet you do 
Just know you’ll 
Taste me 
Too 
 
(La la la la la la la)

Every time you close your eyes 
And feel his lips you’re feelin’ mine 
And every time you breathe his air 
Just know I was already there 
You can have him if you like 
I’ve been there done that once or twice 
And singin’ ‘bout it don’t mean I care 
Yeah I know I’ve been known to share 
 
Well I heard you’re back together and if that’s true 
You’ll just have to taste me when he’s kissing you
If you want forever and I bet you do 
Just know you’ll 
Taste me 
Too 

Taste me too 
(La la la la la la la)
You’ll just have to taste me when he’s kissing you
You’ll just have to taste me when he’s kissing you
 
#SabrinaCarpenter #Taste #ShortnSweet

Music video by Sabrina Carpenter performing Taste.© 2024 Island Records, a division of UMG Recordings, Inc.","210275500","Music","Sabrina Carpenter;Island Records;Pop","198","3:18","False","https://i.ytimg.com/vi/KEG7b851Ric/maxresdefault.jpg","Sabrina Carpenter","https://www.youtube.com/channel/UC4mYKePIas5YgGfYZ2J2OxQ","12300000"
"Post Malone - I Had Some Help (feat. Morgan Wallen) (Official Video)","Post Malone - I Had Some Help (feat. Morgan Wallen) (Official Video)","The official music video for “I Had Some Help” by Post Malone featuring Morgan Wallen. Get the song here: https://posty.lnk.to/ihadsomehelpYD. Off the new album F-1 Trillion: https://posty.lnk.to/f-1trillionlongbed

►Shop exclusive merch: https://postmalone.lnk.to/shop

►Subscribe for more: https://postmalone.lnk.to/subscribeYD

►Follow Post Malone online:
https://www.postmalone.com
https://instagram.com/postmalone
https://twitter.com/postmalone
https://facebook.com/postmalone
https://snapchat.com/add/postmalone
https://tiktok.com/@postmalone
https://discord.com/invite/post-malone 

►Follow @ExtraPosty:
https://instagram.com/extraposty
https://twitter.com/extraposty
https://facebook.com/extraposty
https://tiktok.com/@extraposty

#PostMalone #MorganWallen #IHadSomeHelp

© 2024 Mercury Records / Republic Records, a division of UMG Recordings, Inc.","209840684","Music","Post Malone;Morgan Wallen;Country;post malone morgan wallen;post malone had some help;had some help;had some help post malone;had some help morgan wallen;morgan wallen post malone;morgan wallen had some help;post malone morgan wallen had some help","201","3:21","False","https://i.ytimg.com/vi/4QIZE708gJ4/maxresdefault.jpg","Post Malone","https://www.youtube.com/channel/UCOhtMAg7xh8wv_wUHMgFc-Q","28400000"
"Gracie Abrams - That’s So True (Official Lyric Video)","Gracie Abrams - That’s So True (Official Lyric Video)","Listen to the new album, The Secret of Us Deluxe, out now: https://gracieabrams.lnk.to/TheSecretofUsDeluxe 
 
Shop official Gracie merch and music: https://GracieAbrams.lnk.to/Shop 
 
Follow Gracie Abrams:
Instagram: https://www.instagram.com/gracieabrams/ 
Facebook: https://www.facebook.com/gracieabrams/ 
Twitter: https://www.twitter.com/gracieabrams 
TikTok: https://www.tiktok.com/@tehegracietehe 
YouTube: https://www.youtube.com/gracieabrams 
Email: https://smarturl.it/graciesmailinglist 

Music video by Gracie Abrams performing That’s So True (Lyric Video).© 2024 Gracie Abrams, under exclusive license to Interscope Records, a division of UMG Recordings, Inc.","28007213","Music","Gracie Abrams;under exclusive license to Interscope Records;Pop","166","2:46","False","https://i.ytimg.com/vi/BDHM8cyJQa8/maxresdefault.jpg","Gracie Abrams","https://www.youtube.com/channel/UCVFRVXH1hRoWkmpKCRmLMiQ","1770000"
"NIGHT SKIES (Official Music Video)","NIGHT SKIES (Official Music Video)","NIGHT SKIES (Official Music Video)


Artist: Chxnny 

Producers: PoDa and Mann Music 

Mixing & Mastering: Mann Music 


CHXNNY - https://linktr.ee/Chxnny","6605","Music","","137","2:17","False","https://i.ytimg.com/vi/c4Zxc2gqfo8/sddefault.jpg","Chxnny","https://www.youtube.com/channel/UCcA274LONuELr75YPaWi1-g","3630"
"SEVDALIZA - ALIBI FT. PABLLO VITTAR & YSEULT (OFFICIAL MUSIC VIDEO)","SEVDALIZA - ALIBI FT. PABLLO VITTAR & YSEULT (OFFICIAL MUSIC VIDEO)","Stream Alibi: https://lnkfi.re/ALIBI_

Written by: Sevdaliza &  @pabllovittar  &  @yseultofficiel  
Produced by: Sevdaliza & Mathias Janmaat 

Music Video:
Directed by Nogari @fernando.nogari
Produced by @iconoclastbrasil

Creative Direction @marthakisss
Creative Assistant @toforagido
Managing Director @pitylieutaud
Executive Producer @abauer858, @henriquedanieletto, @anamonte & @cescocivita
Executive Producer Ass @halleluj4
Coordinator Production @mablum 
Coordinator Production Ass @ca_loureiro & @vinebrk
Direction Ass Elis Manukian & _katritsis
Cinematography @maoriciu
Camera Ass @valese
Production Design @carolozzi
Production Design Ass @Isajimenesze & @faeldebrito
Object Producer @brruramos & @djessycat
Research: @halleluj4, @click.li & @priscilakubo
Production Director Reinaldo Faria
Producers @ ronder1909 & @patynagaoka
Production Ass @_pegolo
BTS @vitor.du.art
Stylist @juanduarte
MUA @suabreup

Assistants: 
Rodrigo Resende @_rodrigoresende 
Raphaela Cruz @byraphaelacruz
Paola Casatti @Paolacasatti 
Maria Demonia @mistressmaryd 

Extensions: 
Shady Jordan @Shady_Jordan  
Joao casatti  @joaocasatti  
Tattoo Artist : Atrix  @attrix.ttt 
Nails: Dani Romanenko  @nenkoconcept 

Sevdaliza crew:
Stylist @deluxewhore
Managment @nigel_mv & @bylijne

Pabllo Vittar crew:
Styling @vitferreira
Hairstylist @thereza.brown
Assistente de styling - Lincon Catto 
Produtora - Pamella Renha 
Diretora de Movimentos - Jessi Müller

Yseult crew:
Styling @eliemerveille
MUA @paintyourlips
Hairstylist @hairluvanya

Choreographer @ymoiramicall
Casting: 
@ayo.klunga, @bibidebibixa, @flowkountouriotis, @iraciestrela, @lacorteorin, @liuashanti, @lucilenemoreira9, @malkiliana, @mawu.lima, @verissim4 e Elizabeth Martins 

Casting makeup team: 
Sttefone @sttefone
Andrey Batista @_andreybatista
Holland Vision @holland.vision
Filipe Costa @norimeke

Lyrics: 

Pabllo Vittar
No meu amor sempre tem dor
Tudo pelo meu prazer

Sevdaliza
Can you remember when the last time was 
You felt safe 
In the dark
This world was never meant 
For a woman’s heart 
Still you rise 
Through it all 

When I’m out of breath she’s my vitals 
When I need to rev she’s my ride or die 
When I’m out of faith she’s my idol 
I just killed a man she’s my alibi 

Rosa, que linda eres (Alibi)
Rosa, que linda eres tu (Alibi)
Rosa, que linda eres (Alibi)
Rosa, que linda eres 

Yseult
Tout est nasty,
Que des mélo mélo dans ma tête
Que des mélo mélo dans ma tête
Que des mélo mélo dans ma tête

My baby doo doo 
Bisou dans le cou 
Sur mon corps tu donneras tout tout
Do u want it, do u want it too, 

Ton corps sera mon été 
Mmmm
J’ai mis ton coeur de côté 

Fini le temps des poètes,
Je les hais comme je les aime,
Quand je tue un homme, elle est mon alibi 

Rosa, que linda eres (Alibi)
Rosa, que linda eres tu (Alibi)
Rosa, que linda eres (Alibi)
Rosa, que linda eres

Pabllo Vittar
Muito prazer em conhecer
O causador de todo o teu sofrer
E eu vim de longe só pra te dizer
Tu é o meu mal querer

No meu amor sempre tem dor
Ela é meu álibi

Rosa, que linda eres (Alibi)
Rosa, que linda eres tu (Alibi)
Rosa, que linda eres (Alibi) 
Rosa, que linda eres tu 
(I just killed a man she’s my alibi) 

Rosa, que linda eres (Alibi)
Rosa, que linda eres tu (Alibi)
Rosa, que linda eres (Alibi)
Rosa, que linda eres tu","236500879","Music","","193","3:13","False","https://i.ytimg.com/vi_webp/qVqFuokjRMc/maxresdefault.webp","Sevdaliza","https://www.youtube.com/channel/UCONnf7g7QfOqzM3etLECtUA","1230000"
"Myles Smith - Stargazing (Take My Heart Don’t Break It) - Visualiser","Myles Smith - Stargazing (Take My Heart Don’t Break It) - Visualiser","Myles Smith - Stargazing (Take My Heart Don’t Break It) - Visualiser

Listen to ‘Stargazing’ here - https://MylesSmith.lnk.to/StargazingAY

You Promised A Lifetime, my debut EP - https://MylesSmith.lnk.to/YouPromisedALifetimeAY
Order the 'You Promised A Lifetime' EP Vinyl - https://MylesSmith.lnk.to/StoreAY
 
And that’s not it, I’m also back on the road ⭐
Tour dates: https://MylesSmith.lnk.to/tourAY
 
Be the first to see me live: https://MylesSmith.lnk.to/SignUpAY
 
Follow me on socials:
 
Instagram: https://MylesSmith.lnk.to/SocialsAY/instagram
TikTok: https://MylesSmith.lnk.to/SocialsAY/tiktok
X: https://MylesSmith.lnk.to/SocialsAY/x
Facebook: https://MylesSmith.lnk.to/SocialsAY/facebook
Soundcloud: https://MylesSmith.lnk.to/SocialsAY/soundcloud
Twitch: https://MylesSmith.lnk.to/SocialsAY/twitch
 
Click here to subscribe to YouTube: https://MylesSmith.lnk.to/SocialsAY/youtube
 
Follow my Complete Playlist: https://MylesSmith.lnk.to/completeAY
 

Crew credits:

Director: Devon Kuziw
Exec Producer: James Hughes

Assistant Producer: Sophie Roderick

Commissioner: Ange Joe
Artist Management: Paul Jeboda

1st AD: Charlie J Doherty
DOP: Marti Guiver
1st AC: Jack Plimbridge 
DIT: Caleb Johnston
Gaffer: Federico Belloli
Steadi Cam: Mike Vega
Stylist: Lewis Munro
Style Assist: Ada Matylda

Lead Screen Tech: Rupert Hobbs 
Screen Tech Assist: Jordan Follen 
Screen Tech Assist: Callum L Hobbs

Colourist: Andi Chu 
Colour Producer: George Blomiley
Studio: Electric Colour


Credits:
 
Written by Myles Smith, Jesse Fink, Peter Fenn
Produced by Peter Fenn
Mixed by Michael Freeman
Mastered by Joe LaPorta at Sterling Sound
 

Lyrics:
 
Time stood still
Just like a photograph
You made me feel
Like this would last forever
Looking in your eyes
I see my whole life

Ooh
They say you know it when you know it
And I know
Ooh
Promise that you’ll hold me close don’t let me go
Hey!

Take my heart don’t break it
Love me to my bones
All this time I wasted
You were right there all along
You and I stargazing
Intertwining souls
We were never strangers
You were right there all along

I lose my mind
When I’m around you how I come alive
When I’m without you
I can’t help but feel so lost
I wanna give you all I’ve got

Ooh
They say you know it when you know it
And I know
Ooh
Promise that you’ll hold me close don’t let me go
Hey!

Take my heart don’t break it
Love me to my bones
All this time I wasted
You were right there all along
You and I stargazing
Intertwining souls
We were never strangers
You were right there all along

Take my heart don’t break it
Love me to my bones
All this time I wasted
You were right there all along
 
#MylesSmith #Stargazing","36173120","Music","myles smith music;miles smith music;myles smith new song;miles smith new song;miles smith acoustic ep;myles smith acoustic ep;myles smith new music;miles smith new music;new acoustic music;myles smith;miles smith;myles smith stargazing;miles smith stargazing;myles smith stargazing video;miles smith stargazing video;myles smith star gazing video;miles smith star gazing video;myles smith star gazing;miles smith star gazing;stargazing video;stargazing","174","2:54","False","https://i.ytimg.com/vi_webp/9p9EauIOPm8/maxresdefault.webp","Myles Smith","https://www.youtube.com/channel/UCZfbjzBfq81Dt1Fvrnbsj5w","391000"
"ROSÉ - number one girl (official music video)","ROSÉ - number one girl (official music video)","ROSÉ - number one girl
download/stream: http://rosesarerosie.lnk.to/numberonegirlID

'rosie' - the first studio album by ROSÉ - out now
download/stream: http://rosesarerosie.lnk.to/rosieID

ROSÉ store exclusive 'rosie' vinyl, cd's, and more available now: http://rosesarerosie.lnk.to/storeID

Follow ROSÉ:
https://www.instagram.com/roses_are_rosie
https://www.tiktok.com/@roses_are_rosie 
https://x.com/numberonehq
https://www.facebook.com/rosesarerosieofficial
https://www.rosesarerosie.com/

Lyrics:
Tell me that I’m special 
Tell me I look pretty 
Tell me I'm a little angel 
Sweetheart of your city 
Say what I'm dying to hear 
Cause I'm dying to hear you 

Tell me I'm that new thing 
Tell me that I'm relevant 
Tell me that I got a big heart 
Then back it up with evidence 
I need it and I don’t know why 
This late at night 

Isn’t it lonely 
I'd do anything to make you want me 
I'd give it all up if you told me 
That I'd be 
The number one girl in your eyes 
Your one and only 
So what’s it gon’ take for you to want me 
I’d give it all up if you told me 
That I’d be 
The number one girl in your eyes 

Tell me I’m going real big places
Down to earth so friendly 
And even through all the phases 
Tell me you accept me 
Well that’s all I'm dying to hear 
Yeah I'm dying to hear you 

Tell me that you need me 
Tell me that I’m loved 
Tell me that I’m worth it 
And that I’m enough 
I need it and I don’t know why 
This late at night 

Isn’t it lonely 
I'd do anything to make you want me 
I'd give it all up if you told me
That I'd be 
The number one girl in your eyes 
Your one and only 
So what’s it gon’ take for you to want me 
I’d give it all up if you told me 
That I’d be 
The number one girl in your eyes 

The girl in your eyes 
The girl in your eyes 
Tell me I’m the number one girl 
I'm the number one girl in your eyes 
The girl in your eyes 
The girl in your eyes 
Tell me I'm the number one girl 
I'm the number one girl in your eyes 

Well isn't it lonely 
I'd do anything to make you want me
 I'd give it all up if you told me 
That I'd be 
The number one girl in your eyes 

Your one and only 
So what’s it ‘gon take for you to want me 
I’d give it all up if you told me 
That I’d be 
The number one girl in your eyes 
The number one girl in your eyes

#ROSÉ #number_one_girl #numberonegirl #rosie #MusicVideo","119135427","Music","YG Entertainment;YG;와이지;K-pop;BLACKPINK;블랙핑크;블핑;로제;Rosé;BLINK;블링크;rosé;number one girl rose;rose number one girl;rosie;rosie number one girl;number one girl rosie;number one girl music video;rosie number one girl music video;rose number one girl music video;rosé number one girl;number one girl rosé;number one girl;number one girl video;rose album;rosie album;rosé album","218","3:38","False","https://i.ytimg.com/vi_webp/pZ1NdE69VTs/maxresdefault.webp","ROSÉ","https://www.youtube.com/channel/UCBo1hnzxV9rz3WVsv__Rn1g","19200000"
"squabble up","squabble up","Kendrick Lamar “GNX” is available now: https://my-gnx.com/
Directed by Calmatic

Production Company: pgLang / project3 & Prettybird
Executive Producers: Kendrick Lamar & Dave Free
Producers: Jason Baum, Jamie Rabineau, Sam Canter
Director of Photography: Marcell Rév
1st AD: Kenneth Taylor
Production Designer: Carlos Laszlo
Choreographer: Charm La’Donna
Wardrobe Department Head: Karizza Sanchez
Wardrobe Stylist: Jessica Willis
KL Stylist: Taylor McNeill
Grooming: Pircilla Pae
Nail Tech: Tracey Sutter
Barber: Chris Donato Smith
Make Up: Camille Ariane
Hair: Terry Hunt
Editor: We’re Super Excited!
VFX: Noise Studio & Sunset Edit
Colorist: Mikey Rossiter

https://www.myGNX.com
https://www.instagram.com/kendricklamar
https://twitter.com/kendricklamar
https://www.facebook.com/kendricklamar

#KendrickLamar #squabbleup #GNX","70965585","People & Blogs","","166","2:46","False","https://i.ytimg.com/vi_webp/fuV4yQWdn_4/maxresdefault.webp","Kendrick Lamar","https://www.youtube.com/channel/UC3lBXcrKFnFAFkfVk5WuKcQ","19700000"
"ROLE MODEL - Sally, When The Wine Runs Out (Official Music Video)","ROLE MODEL - Sally, When The Wine Runs Out (Official Music Video)","‘Kansas Anymore (The Longest Goodbye)’ out now -
https://rolemodel.lnk.to/KansasAnymoreTLG

Connect w/ ROLE MODEL-
Website - https://www.heyrolemodel.com
Official Store - http://shop.heyrolemodel.com
Tour Dates - http://www.heyrolemodel.com/tour
Newsletter - https://www.heyrolemodel.com/newsletter
Instagram - https://www.instagram.com/rolemodel/
TikTok - https://tiktok.com/@rolemodel
Twitter - https://twitter.com/rolemodel
Facebook - https://www.facebook.com/heyrolemodel/
Soundcloud - https://soundcloud.com/heyrolemodel
Spotify - https://spoti.fi/4b90fB9
Apple Music - https://apple.co/3kyL3pE

Director: Neema Sadeghi + Tucker Pillsbury
Production Co: Typeface
EP: Aiden Magarian
Producer: Mikey Nicholas
DP: Neema Sadeghi
B Cam Op: Gabe Knoos-Newton
1st AC A Cam: Connor Lambert
1st AC B Cam: Ethan Smith
PA: Damien Pettway
PA: Jen Gouchoe
Editor: Ethan Frank
Color: Dylan Hageman
VFX: Zeke Faust, Joey Deutsch
Addl. VFX: Ethan Frank
Prop Design: Randi Cass
Poster Design: Andrey Azizov
Interscope: Christiana Divona, Alyssa Kamalski
Filmed at Beverly Center https://beverlycenter.com

“Sally, When The Wine Runs Out” Lyrics: 
Well, I met Sally at a late night dive bar
She don't dance but she downs her drinks
Heard through a friend she's a born again wild card
She was telling me wild things
She was telling me wild things
Lives down the street past the 7-Eleven 
Just close enough that I spent the night
She grabbed my hand at the intersection
I spilled my guys at the red light
 
Sally
That feeling’s coming around
Please don't go falling in love
Then disappear when the wine runs out
Sally
I'll buy a couple of rounds
Don't let me think I’m enough
Then disappear when the wine runs out
 
I open up while she's flipping through pages
Getting lonely as the days get dark
If you’re bored and your mind starts changing
Maybe just give me a head start
And I, I see the glass in your eyes
Just trying to keep it alive, for crying out loud
 
Sally
That feeling’s coming around
Please don't go falling in love
Then disappear when the wine runs out
Sally
I'll buy a couple of rounds
Don't let me think I’m enough
Then disappear when the wine runs out
 
Oh shit here we go again
I'm falling headfirst
Ankles hit the two step
Sally makes my head hurt
Heard through the grapevine
She can be diva
Cold like Minnesota
Hotter than a fever
Oh shit here we go again
I'm falling headfirst
Ankles hit the two step
Sally makes my head hurt
Heard through the grapevine
She can be diva
Cold like Minnesota
Hotter than a fever
 
Sally
That feeling’s coming around
Please don't go falling in love
Then disappear when the wine runs out
Sally
I'll buy a couple of rounds
Don't let me think I’m enough
Then disappear when the wine runs out

#RoleModel #KansasAnymore #Sally 

Music video by ROLE MODEL performing Sally, When The Wine Runs Out.© 2025 Interscope Records","7550110","Music","ROLE MODEL;Sally When The Wine Runs Out;ROLE MODEL Sally;Sally When The Wine Runs Out lyrics;ROLE MODEL new song;ROLE MODEL music video;ROLE MODEL official;ROLE MODEL Sally lyrics;Sally When The Wine Runs Out song;ROLE MODEL indie pop;ROLE MODEL songs;ROLE MODEL music;Sally When The Wine Runs Out audio;Sally When The Wine Runs Out official;ROLE MODEL Sally official;ROLE MODEL pop;Sally When The Wine Runs Out ROLE MODEL;ROLE MODEL track","222","3:42","False","https://i.ytimg.com/vi/F1oKhsy8wGw/maxresdefault.jpg","ROLE MODEL","https://www.youtube.com/channel/UC09LoQMXJ0hwdTkJwQLGW7Q","360000"
"ROSÉ - toxic till the end (OFFICIAL MUSIC VIDEO)","ROSÉ - toxic till the end (OFFICIAL MUSIC VIDEO)","'rosie' - the first studio album by ROSÉ - out now
download/stream: http://rosesarerosie.lnk.to/rosieID

ROSÉ store exclusive 'rosie' vinyl, cd's, and more available now: http://rosesarerosie.lnk.to/storeID

Follow ROSÉ:
https://www.instagram.com/roses_are_rosie
https://www.tiktok.com/@roses_are_rosie 
https://x.com/numberonehq
https://www.facebook.com/rosesarerosieofficial
https://www.rosesarerosie.com/

Lyrics: 
Call us what we are
Toxic from the start
Can’t pretend that I was in the dark 
When you met my friends
Didn’t even try with them
I should’ve known it then that you were

Jealous and possessive 
So manipulating 
Honestly impressive
You had me participating

Back then
When I was running out of your place I said
I never wanna see your face
And then
I couldn't wait to see it again
We were toxic till the end

Uh huh
Cuz even when I said it was over
You heard Baby can you pull me in closer You were
Plotting how to stay in my head
We were toxic till the end

Ladies & Gentleman
I present to you, the ex

His favorite game is chess
Who would ever guess
Playing with the pieces in my chest 
Now he’s on the screen
Saying don’t leave
You stole that line from me
Cuz you’re just

Jealous and possessive
 So manipulating 
Honestly impressive
You had me participating
Back then
When I was running out of your place I said
I never wanna see your face
I meant
I couldn't wait to see it again
We were toxic till the end

Uh huh
Cuz even when I said it was over
You heard Baby can you pull me in closer 
You were
Plotting how to stay in my head
We were toxic till the end

End end

I can forgive you for a lot of things
For not giving me back my Tiffany rings 
I’ll never forgive you for one thing my dear
You wasted my prettiest years
Back then
When I was running out of your place I said
I never wanna see your face
I meant
I couldn't wait to see it again
We were toxic

Uh huh
Cuz even when I said it was over
You heard Baby can you pull me in closer You were
Plotting how to stay in my head
We were toxic till the end

End end
We were toxic till the end 
End end

#ROSÉ #toxictilltheend #rosie #ROSIÉ_rosie #rosiebyROSÉ","112391296","Music","YG Entertainment;YG;와이지;K-pop;BLACKPINK;블랙핑크;블핑;로제;Rosé;BLINK;블링크;ROSÉ;rosie;rosie album;rose album;rose blackpink album;rose blackpink;toxic till the end;toxic til the end;toxic till the end music video;rose toxic till the end;rose toxic til the end;rose toxic till the end video;rose toxic til the end music video","234","3:54","False","https://i.ytimg.com/vi/eA0lHNZ1KCA/maxresdefault.jpg","ROSÉ","https://www.youtube.com/channel/UCBo1hnzxV9rz3WVsv__Rn1g","19200000"
